short_name,age,overall,value_eur,wage_eur,pace,shooting,passing,defending
J. Gammelby,27.0,66.0,825000.0,4000.0,74.0,56.0,58.0,62.0
A. Madu,28.0,66.0,800000.0,10000.0,42.0,25.0,44.0,66.0
Y. Reyna,28.0,66.0,875000.0,3000.0,84.0,66.0,59.0,34.0
A. Lima,31.0,66.0,700000.0,500.0,74.0,53.0,64.0,35.0
L. Pavez,26.0,66.0,925000.0,2000.0,81.0,50.0,58.0,59.0
D. Asprilla,30.0,66.0,825000.0,3000.0,74.0,69.0,61.0,44.0
F. Campos,28.0,66.0,775000.0,1000.0,72.0,44.0,60.0,61.0
C. Valenzuela,29.0,66.0,850000.0,2000.0,68.0,58.0,70.0,23.0
V. Vevatne,27.0,66.0,900000.0,2000.0,66.0,57.0,55.0,65.0
T. Asta-Buruaga,25.0,66.0,1600000.0,3000.0,61.0,42.0,48.0,68.0
F. Reynero,33.0,66.0,525000.0,3000.0,76.0,62.0,62.0,35.0
J. Valdez Chamorro,28.0,66.0,850000.0,5000.0,80.0,60.0,62.0,55.0
B. Vides,29.0,66.0,850000.0,5000.0,72.0,63.0,57.0,39.0
J. Pereyra DÃ­az,31.0,66.0,725000.0,1000.0,76.0,59.0,61.0,50.0
L. Kruspzky,30.0,66.0,725000.0,4000.0,75.0,32.0,49.0,64.0
J. Leudo,28.0,66.0,750000.0,5000.0,44.0,58.0,53.0,66.0
G. Karlen,29.0,66.0,850000.0,8000.0,68.0,65.0,59.0,41.0
A. BoljeviÄ‡,26.0,66.0,925000.0,5000.0,77.0,62.0,62.0,32.0
R. Dimitrov,33.0,66.0,450000.0,4000.0,70.0,44.0,61.0,63.0
Maikel Mesa,31.0,66.0,700000.0,3000.0,70.0,65.0,64.0,62.0
M. Lauritsen,29.0,66.0,725000.0,4000.0,46.0,42.0,49.0,67.0
K. Mensah,31.0,66.0,625000.0,4000.0,77.0,58.0,59.0,58.0
J. McCarthy,26.0,66.0,975000.0,3000.0,69.0,54.0,59.0,62.0
I. NÃ¤sberg,26.0,66.0,1100000.0,500.0,65.0,35.0,52.0,65.0
J. Zimmer,28.0,66.0,850000.0,4000.0,80.0,59.0,61.0,59.0
C. Burgess,26.0,66.0,875000.0,4000.0,46.0,37.0,47.0,65.0
M. Pennington,27.0,66.0,900000.0,3000.0,65.0,33.0,54.0,66.0
J. Kaprof,27.0,66.0,925000.0,5000.0,78.0,64.0,59.0,32.0
V. Vermeij,27.0,66.0,925000.0,2000.0,41.0,67.0,55.0,31.0
M. Perez,31.0,66.0,600000.0,2000.0,72.0,52.0,63.0,62.0
E. Boateng,28.0,66.0,850000.0,3000.0,90.0,61.0,60.0,41.0
J. ZacarÃ­a,32.0,66.0,675000.0,4000.0,70.0,64.0,66.0,51.0
S. Mockenhaupt,30.0,66.0,700000.0,3000.0,82.0,28.0,41.0,65.0
J. Sims,25.0,66.0,1100000.0,2000.0,81.0,61.0,61.0,31.0
S. Romero,32.0,66.0,675000.0,500.0,71.0,64.0,64.0,65.0
Ã‰lder Santana,29.0,66.0,850000.0,4000.0,66.0,67.0,49.0,23.0
R. Brown,26.0,66.0,1100000.0,4000.0,80.0,62.0,65.0,59.0
F. Friday,27.0,66.0,1000000.0,2000.0,76.0,65.0,50.0,27.0
C. Omoigui,27.0,66.0,1000000.0,3000.0,86.0,65.0,50.0,24.0
D. OyarzÃºn,29.0,66.0,725000.0,1000.0,54.0,46.0,52.0,66.0
P. JaroszyÅ„ski,27.0,66.0,900000.0,7000.0,59.0,45.0,59.0,64.0
O. DiakhitÃ©,28.0,66.0,725000.0,3000.0,71.0,40.0,45.0,65.0
D. CavarÃ©,27.0,66.0,900000.0,7000.0,69.0,52.0,60.0,64.0
C. FlÃ³rez,27.0,66.0,825000.0,500.0,72.0,43.0,58.0,63.0
J. Medranda,28.0,66.0,775000.0,2000.0,71.0,62.0,61.0,59.0
G. Paquiez,28.0,66.0,775000.0,2000.0,69.0,45.0,59.0,63.0
D. Charles,26.0,66.0,1100000.0,5000.0,79.0,65.0,58.0,42.0
R. Espejord,26.0,66.0,1100000.0,2000.0,68.0,64.0,50.0,29.0
I. Bel Hassani,29.0,66.0,850000.0,3000.0,62.0,67.0,69.0,38.0
K. Bryan,25.0,66.0,1100000.0,9000.0,60.0,51.0,57.0,66.0
D. HernÃ¡ndez,31.0,66.0,700000.0,1000.0,66.0,58.0,68.0,30.0
M. RÃ­os,29.0,66.0,850000.0,500.0,73.0,61.0,65.0,60.0
R. Ramallo,31.0,66.0,700000.0,500.0,74.0,68.0,58.0,40.0
E. Babayan,26.0,66.0,1000000.0,5000.0,79.0,57.0,61.0,42.0
M. Cacutalua,27.0,66.0,850000.0,4000.0,66.0,41.0,47.0,68.0
V. Sulejmani,26.0,66.0,1100000.0,3000.0,66.0,66.0,56.0,39.0
G. Hauche,29.0,66.0,825000.0,500.0,73.0,67.0,61.0,55.0
M. Lundemo,28.0,66.0,850000.0,2000.0,55.0,59.0,65.0,58.0
Kim Yong Hwan,29.0,66.0,750000.0,2000.0,87.0,39.0,58.0,56.0
T. Akindele,30.0,66.0,850000.0,3000.0,81.0,63.0,52.0,33.0
N. Hagglund,29.0,66.0,725000.0,2000.0,48.0,29.0,55.0,64.0
T. McNamara,31.0,66.0,700000.0,3000.0,48.0,65.0,68.0,53.0
K. Dempsey,26.0,66.0,1000000.0,4000.0,69.0,60.0,64.0,60.0
R. Kurzawa,29.0,66.0,850000.0,3000.0,52.0,65.0,69.0,61.0
Wang Tong,29.0,66.0,750000.0,6000.0,79.0,51.0,60.0,60.0
Wu Xinghan,29.0,66.0,850000.0,7000.0,80.0,59.0,60.0,54.0
R. Pich,33.0,66.0,525000.0,3000.0,80.0,65.0,61.0,28.0
L. Salvesen,26.0,66.0,1100000.0,2000.0,68.0,65.0,52.0,38.0
Ren Hang,33.0,66.0,400000.0,5000.0,69.0,49.0,59.0,64.0
Xie Pengfei,29.0,66.0,850000.0,6000.0,81.0,61.0,60.0,46.0
L. SuÃ¡rez,27.0,66.0,900000.0,4000.0,66.0,29.0,48.0,67.0
M. Risso,34.0,66.0,275000.0,500.0,36.0,33.0,41.0,67.0
L. Gooch,26.0,66.0,925000.0,5000.0,81.0,60.0,61.0,60.0
Hu Rentian,31.0,66.0,700000.0,4000.0,83.0,59.0,58.0,44.0
R. Coly,26.0,66.0,975000.0,2000.0,76.0,44.0,56.0,62.0
T. Walker,25.0,66.0,1000000.0,7000.0,77.0,66.0,57.0,36.0
L. Smith,26.0,66.0,850000.0,2000.0,70.0,46.0,58.0,62.0
Zeca,28.0,66.0,775000.0,2000.0,75.0,54.0,63.0,61.0
A. Kara,29.0,66.0,725000.0,4000.0,52.0,68.0,64.0,64.0
M. JakoliÅ¡,25.0,66.0,1100000.0,7000.0,68.0,64.0,62.0,49.0
M. Engels,28.0,66.0,875000.0,4000.0,82.0,65.0,62.0,27.0
E. TaÅŸdemir,26.0,66.0,925000.0,15000.0,77.0,59.0,63.0,60.0
D. Mirani,26.0,66.0,1000000.0,2000.0,41.0,31.0,47.0,66.0
G. Nilsson,25.0,66.0,1200000.0,5000.0,77.0,64.0,49.0,29.0
P. Dziczek,24.0,66.0,1100000.0,3000.0,57.0,47.0,60.0,64.0
A. Verschueren,25.0,66.0,1100000.0,3000.0,67.0,56.0,61.0,65.0
IvÃ¡n Calero,27.0,66.0,900000.0,3000.0,74.0,48.0,62.0,61.0
C. PsychÃ©,33.0,66.0,400000.0,2000.0,42.0,40.0,50.0,63.0
N. BÃ¼rgy,26.0,66.0,1000000.0,3000.0,44.0,37.0,43.0,67.0
E. Tellechea,35.0,66.0,350000.0,500.0,64.0,62.0,65.0,64.0
Z. Kwinika,28.0,66.0,850000.0,500.0,73.0,37.0,53.0,67.0
S. MartÃ­nez,30.0,66.0,725000.0,500.0,64.0,50.0,61.0,63.0
Ba Dun,26.0,66.0,925000.0,3000.0,84.0,60.0,58.0,41.0
O. Berber,30.0,66.0,725000.0,4000.0,72.0,38.0,52.0,63.0
M. Eberwein,26.0,66.0,1100000.0,2000.0,72.0,65.0,61.0,34.0
M. Multhaup,25.0,66.0,1000000.0,5000.0,86.0,57.0,59.0,46.0
Yin Hongbo,32.0,66.0,675000.0,3000.0,68.0,59.0,66.0,53.0
G. Byers,26.0,66.0,1100000.0,5000.0,59.0,61.0,61.0,56.0
M. Gargiulo,26.0,66.0,1100000.0,1000.0,60.0,54.0,62.0,61.0
Arturo Molina,26.0,66.0,925000.0,3000.0,69.0,62.0,62.0,52.0
Grego Sierra,29.0,66.0,800000.0,2000.0,53.0,50.0,52.0,67.0
M. Hawsawi,30.0,66.0,700000.0,7000.0,56.0,46.0,45.0,67.0
J. GÃ¼nther-Schmidt,27.0,66.0,900000.0,3000.0,71.0,65.0,65.0,29.0
S. D'Almeida,26.0,66.0,1100000.0,2000.0,78.0,55.0,60.0,63.0
C. McGrandles,26.0,66.0,925000.0,4000.0,66.0,57.0,63.0,61.0
M. Do Couto,25.0,66.0,1100000.0,2000.0,76.0,61.0,60.0,33.0
F. Gerli,25.0,66.0,1100000.0,1000.0,64.0,48.0,63.0,61.0
N. Contin,26.0,66.0,1100000.0,6000.0,67.0,64.0,51.0,31.0
D. Van den Buijs,26.0,66.0,1000000.0,2000.0,65.0,53.0,61.0,66.0
Q. Cornette,28.0,66.0,850000.0,3000.0,79.0,63.0,65.0,44.0
A. Al Ammar,28.0,66.0,775000.0,6000.0,74.0,47.0,63.0,59.0
R. Castro,32.0,66.0,575000.0,500.0,59.0,52.0,58.0,69.0
A. Diop,30.0,66.0,725000.0,1000.0,65.0,61.0,63.0,60.0
D. Baumann,27.0,66.0,1000000.0,1000.0,68.0,65.0,53.0,29.0
K. da Graca,24.0,66.0,1200000.0,1000.0,57.0,30.0,45.0,65.0
D. ÄŒanaÄ‘ija,28.0,66.0,750000.0,1000.0,63.0,55.0,60.0,62.0
M. Dittgen,27.0,66.0,925000.0,3000.0,79.0,62.0,57.0,52.0
J. McGrath,25.0,66.0,1200000.0,4000.0,75.0,63.0,63.0,57.0
R. Cuba,30.0,66.0,725000.0,500.0,79.0,48.0,55.0,62.0
VÃ­ctor GarcÃ­a,28.0,66.0,775000.0,3000.0,70.0,48.0,62.0,62.0
C. Dunkley,30.0,66.0,700000.0,3000.0,55.0,36.0,42.0,65.0
ClaverÃ­a,26.0,66.0,1100000.0,3000.0,69.0,59.0,62.0,65.0
Bruno Ramires,28.0,66.0,750000.0,850.0,52.0,49.0,59.0,61.0
M. Rodriguez,26.0,66.0,1000000.0,3000.0,62.0,63.0,67.0,54.0
S. EcheverrÃ­a,32.0,66.0,550000.0,500.0,58.0,23.0,40.0,69.0
K. Mets,29.0,66.0,800000.0,5000.0,48.0,51.0,58.0,64.0
D. Atanga,25.0,66.0,1100000.0,4000.0,91.0,60.0,56.0,39.0
N. Besler,29.0,66.0,725000.0,2000.0,56.0,41.0,58.0,65.0
T. Parker,29.0,66.0,725000.0,2000.0,69.0,31.0,44.0,63.0
M. PoletanoviÄ‡,28.0,66.0,850000.0,4000.0,57.0,63.0,65.0,64.0
A. Vita,29.0,66.0,825000.0,1000.0,78.0,63.0,64.0,42.0
K. Kerschbaumer,30.0,66.0,825000.0,5000.0,72.0,65.0,63.0,60.0
G. Berggren,24.0,66.0,1200000.0,3000.0,54.0,47.0,57.0,62.0
S. Rosted,27.0,66.0,800000.0,4000.0,40.0,47.0,51.0,64.0
A. Andersson,25.0,66.0,1000000.0,2000.0,75.0,45.0,60.0,60.0
S. Abdullahi,25.0,66.0,1100000.0,2000.0,78.0,64.0,56.0,20.0
Kim Jin Gyu,25.0,66.0,1200000.0,3000.0,77.0,60.0,64.0,35.0
A. Donis,25.0,66.0,1100000.0,500.0,79.0,65.0,56.0,24.0
J. Jones,24.0,66.0,1300000.0,4000.0,78.0,61.0,61.0,34.0
L. Dvali,27.0,66.0,850000.0,500.0,54.0,32.0,42.0,67.0
R. Pereira de Sa,25.0,66.0,1100000.0,2000.0,72.0,56.0,67.0,56.0
D. Badji,29.0,66.0,850000.0,3000.0,75.0,62.0,49.0,38.0
R. Curtis,26.0,66.0,925000.0,4000.0,83.0,64.0,59.0,48.0
J. Gundersen,26.0,66.0,925000.0,2000.0,55.0,41.0,52.0,64.0
J. Kramer,25.0,66.0,1000000.0,3000.0,51.0,36.0,41.0,66.0
M. Gillesphey,26.0,66.0,925000.0,4000.0,52.0,36.0,52.0,64.0
M. Thiam,27.0,66.0,900000.0,2000.0,80.0,62.0,60.0,46.0
W. Caddy,25.0,66.0,1300000.0,3000.0,81.0,64.0,49.0,28.0
K. LuliÄ‡,26.0,66.0,1100000.0,1000.0,57.0,64.0,67.0,53.0
R. Zekhnini,24.0,66.0,1400000.0,2000.0,88.0,56.0,56.0,31.0
L. Nieto,31.0,66.0,700000.0,500.0,72.0,63.0,62.0,31.0
S. van Wermeskerken,28.0,66.0,775000.0,3000.0,74.0,38.0,63.0,60.0
Diego Alende,24.0,66.0,1600000.0,2000.0,53.0,26.0,46.0,66.0
E. FarÃ­as,34.0,66.0,425000.0,500.0,61.0,66.0,52.0,27.0
J. Valencia,25.0,66.0,1100000.0,2000.0,69.0,52.0,62.0,61.0
M. Mathisen,26.0,66.0,1000000.0,1000.0,60.0,50.0,58.0,64.0
K. Boto,26.0,66.0,975000.0,5000.0,73.0,49.0,57.0,61.0
T. Heintz,23.0,66.0,1200000.0,2000.0,73.0,58.0,63.0,37.0
K. N'Doram,26.0,66.0,1100000.0,2000.0,61.0,48.0,58.0,64.0
A. Engin,25.0,66.0,1000000.0,4000.0,82.0,58.0,59.0,45.0
Å. Sekulski,31.0,66.0,725000.0,2000.0,68.0,64.0,43.0,26.0
J. Dacres-Cogley,26.0,66.0,925000.0,5000.0,86.0,50.0,59.0,56.0
R. Herrera,33.0,66.0,400000.0,500.0,40.0,38.0,49.0,68.0
N. De Medina,24.0,66.0,1300000.0,4000.0,71.0,40.0,57.0,65.0
M. Campos,28.0,66.0,875000.0,2000.0,58.0,68.0,48.0,28.0
JoÃ£o VigÃ¡rio,26.0,66.0,1000000.0,3000.0,68.0,60.0,60.0,62.0
N. Kijewski,26.0,66.0,925000.0,4000.0,71.0,38.0,59.0,62.0
G. SaÄŸlam,24.0,66.0,1400000.0,4000.0,71.0,59.0,66.0,53.0
J. Thorniley,25.0,66.0,1200000.0,4000.0,62.0,36.0,50.0,66.0
A. Ferati,24.0,66.0,1200000.0,4000.0,73.0,56.0,68.0,43.0
S. Humphrys,24.0,66.0,1200000.0,4000.0,70.0,65.0,54.0,37.0
H. McKirdy,25.0,66.0,1100000.0,3000.0,91.0,61.0,58.0,32.0
Paulo Henrique,25.0,66.0,975000.0,2000.0,72.0,49.0,57.0,62.0
D. Kiki,28.0,66.0,775000.0,4000.0,72.0,49.0,58.0,61.0
C. Connolly,24.0,66.0,1200000.0,3000.0,59.0,56.0,63.0,65.0
S. Rapp,29.0,66.0,850000.0,5000.0,63.0,61.0,53.0,33.0
P. Ochs,25.0,66.0,1200000.0,2000.0,67.0,63.0,64.0,61.0
J. Lewis,25.0,66.0,1100000.0,2000.0,77.0,65.0,59.0,29.0
Olaetxea,29.0,66.0,825000.0,3000.0,64.0,69.0,63.0,55.0
Ã“scar Pinchi,26.0,66.0,1000000.0,3000.0,76.0,61.0,60.0,42.0
A. Munksgaard,24.0,66.0,1600000.0,4000.0,79.0,43.0,57.0,61.0
D. Schad,25.0,66.0,1100000.0,4000.0,82.0,40.0,54.0,59.0
H. Domingo,26.0,66.0,1000000.0,500.0,69.0,57.0,62.0,29.0
N. HÃ¤mÃ¤lÃ¤inen,25.0,66.0,975000.0,9000.0,79.0,48.0,58.0,61.0
J. Davenport,23.0,66.0,1800000.0,3000.0,64.0,42.0,61.0,62.0
Sergio Molina,26.0,66.0,1100000.0,2000.0,59.0,44.0,61.0,65.0
EstevÃ£tinho,30.0,66.0,825000.0,7000.0,44.0,57.0,73.0,27.0
AdÃ£o Morrinhos,30.0,66.0,850000.0,7000.0,67.0,72.0,54.0,23.0
Lucas MedeirÃ£o,26.0,66.0,925000.0,5000.0,57.0,66.0,60.0,34.0
A. Al Zain,30.0,66.0,825000.0,7000.0,82.0,60.0,59.0,42.0
J. Grot,24.0,66.0,1700000.0,4000.0,77.0,65.0,59.0,47.0
S. BakÄ±ÅŸ,28.0,66.0,875000.0,3000.0,37.0,67.0,51.0,29.0
A. Hazazi,28.0,66.0,825000.0,8000.0,63.0,44.0,60.0,63.0
H. Al Omari,28.0,66.0,850000.0,8000.0,70.0,61.0,65.0,44.0
C. Blackett-Taylor,24.0,66.0,1200000.0,4000.0,91.0,57.0,55.0,53.0
J. Simpson,25.0,66.0,1100000.0,9000.0,54.0,37.0,50.0,66.0
B. Hanlan,25.0,66.0,1300000.0,3000.0,85.0,64.0,52.0,35.0
S. Sarr,26.0,66.0,1100000.0,2000.0,57.0,59.0,60.0,63.0
P. Dorn,25.0,66.0,1000000.0,5000.0,81.0,61.0,60.0,60.0
J. PatiÃ±o,32.0,66.0,550000.0,500.0,60.0,24.0,48.0,66.0
P. Erras,27.0,66.0,875000.0,6000.0,34.0,42.0,60.0,62.0
Adri Castellano,28.0,66.0,775000.0,3000.0,68.0,38.0,55.0,63.0
J. Lokilo,23.0,66.0,1400000.0,3000.0,85.0,58.0,61.0,27.0
M. Poaty,24.0,66.0,1100000.0,4000.0,87.0,49.0,53.0,62.0
M. Browne,24.0,66.0,1200000.0,4000.0,83.0,60.0,60.0,27.0
L. Mosevich,25.0,66.0,1100000.0,4000.0,47.0,34.0,40.0,66.0
Z. Al Sahafi,28.0,66.0,850000.0,10000.0,45.0,58.0,55.0,64.0
R. Williams,25.0,66.0,1100000.0,5000.0,87.0,59.0,61.0,55.0
P. Lagemyr,25.0,66.0,1100000.0,2000.0,79.0,57.0,64.0,32.0
V. Kulach,29.0,66.0,850000.0,500.0,73.0,65.0,51.0,27.0
F. Herbers,28.0,66.0,850000.0,3000.0,65.0,64.0,65.0,49.0
A. Walkes,25.0,66.0,1200000.0,2000.0,61.0,46.0,57.0,64.0
E. Adams,26.0,66.0,1100000.0,10000.0,72.0,59.0,61.0,65.0
F. Cobos,29.0,66.0,750000.0,5000.0,64.0,39.0,56.0,63.0
T. Imai,31.0,66.0,575000.0,1000.0,62.0,24.0,48.0,65.0
Y. Nakayama,25.0,66.0,1000000.0,5000.0,72.0,47.0,59.0,65.0
N. Ueda,27.0,66.0,900000.0,2000.0,46.0,30.0,50.0,67.0
M. Smith,22.0,66.0,1900000.0,3000.0,71.0,56.0,66.0,60.0
J. Shipley,24.0,66.0,1300000.0,3000.0,61.0,66.0,67.0,60.0
I. TourÃ©,24.0,66.0,1300000.0,1000.0,67.0,51.0,62.0,61.0
A. SigurÃ°arson,28.0,66.0,850000.0,4000.0,80.0,62.0,61.0,36.0
J. Osei-Tutu,23.0,66.0,1900000.0,7000.0,89.0,59.0,58.0,59.0
D. Udoh,25.0,66.0,1100000.0,4000.0,82.0,64.0,52.0,39.0
S. Haugen,24.0,66.0,1300000.0,5000.0,79.0,64.0,50.0,32.0
T. Bakinson,23.0,66.0,1700000.0,4000.0,60.0,58.0,60.0,66.0
A. IoniÈ›Äƒ,27.0,66.0,975000.0,4000.0,69.0,62.0,65.0,37.0
D. Florea,34.0,66.0,425000.0,5000.0,73.0,65.0,58.0,31.0
N. Robertha,24.0,66.0,1400000.0,2000.0,82.0,66.0,51.0,26.0
Welliton Helmes,22.0,66.0,1000000.0,7000.0,71.0,63.0,61.0,30.0
M. Mangraviti,24.0,66.0,1200000.0,1000.0,72.0,51.0,58.0,65.0
Q. Daubin,26.0,66.0,1000000.0,2000.0,54.0,55.0,61.0,62.0
D. Dankerlui,25.0,66.0,975000.0,3000.0,84.0,51.0,60.0,58.0
L. Maciel,26.0,66.0,1100000.0,4000.0,67.0,53.0,62.0,61.0
Jeong Jae Hee,28.0,66.0,850000.0,3000.0,89.0,60.0,57.0,47.0
V. Thill,22.0,66.0,1900000.0,2000.0,74.0,53.0,65.0,29.0
Andoni LÃ³pez,26.0,66.0,1000000.0,3000.0,74.0,34.0,57.0,62.0
N. Hauptmann,26.0,66.0,1100000.0,3000.0,58.0,54.0,66.0,56.0
Diogo QueirÃ³s,23.0,66.0,1200000.0,2000.0,52.0,36.0,42.0,66.0
S. Johansen,26.0,66.0,1000000.0,2000.0,53.0,31.0,38.0,65.0
F. Ananou,24.0,66.0,1100000.0,3000.0,78.0,38.0,48.0,64.0
S. Campo,26.0,66.0,1000000.0,5000.0,68.0,62.0,68.0,39.0
P. SzymiÅ„ski,28.0,66.0,850000.0,1000.0,68.0,39.0,52.0,67.0
Juanpe,26.0,66.0,1100000.0,3000.0,71.0,64.0,67.0,59.0
S. OmÃ©onga,26.0,66.0,1000000.0,2000.0,78.0,53.0,63.0,62.0
Matheus Rossetto,26.0,66.0,1000000.0,3000.0,72.0,61.0,65.0,41.0
G. Mastinu,30.0,66.0,825000.0,2000.0,63.0,64.0,62.0,35.0
K. Duah,25.0,66.0,1200000.0,4000.0,89.0,65.0,59.0,35.0
K. Pierie,21.0,66.0,1200000.0,3000.0,59.0,45.0,66.0,67.0
R. Edwards,26.0,66.0,850000.0,2000.0,77.0,54.0,61.0,61.0
O. Kakabadze,27.0,66.0,900000.0,3000.0,79.0,49.0,62.0,60.0
S. Chabbi,28.0,66.0,875000.0,4000.0,67.0,66.0,52.0,24.0
I. Jebali,30.0,66.0,850000.0,5000.0,70.0,64.0,62.0,38.0
S. Smith,24.0,66.0,1200000.0,3000.0,74.0,65.0,55.0,29.0
L. Bogdan,26.0,66.0,1100000.0,7000.0,44.0,32.0,44.0,67.0
E. Moore,25.0,66.0,1000000.0,3000.0,33.0,30.0,45.0,66.0
M. Butean,25.0,66.0,975000.0,2000.0,77.0,53.0,62.0,58.0
D. Jones,25.0,66.0,1100000.0,2000.0,70.0,53.0,59.0,61.0
Rafa MÃºjica,23.0,66.0,1900000.0,2000.0,66.0,67.0,59.0,33.0
O. Dale,23.0,66.0,1400000.0,4000.0,84.0,62.0,58.0,29.0
T. Lowery,24.0,66.0,1300000.0,4000.0,73.0,57.0,64.0,56.0
M. GrÃ¸dem,23.0,66.0,1700000.0,2000.0,70.0,61.0,63.0,42.0
V. Mantovani,26.0,66.0,1100000.0,7000.0,44.0,25.0,40.0,68.0
Jacobo,25.0,66.0,1000000.0,2000.0,74.0,66.0,64.0,33.0
T. Sibbick,23.0,66.0,1600000.0,2000.0,75.0,31.0,52.0,66.0
H. Kane,23.0,66.0,1800000.0,3000.0,68.0,58.0,66.0,60.0
A. Jones,24.0,66.0,1800000.0,4000.0,59.0,40.0,55.0,65.0
D. Sosa,24.0,66.0,1100000.0,3000.0,68.0,45.0,57.0,64.0
E. Huth,25.0,66.0,1100000.0,2000.0,78.0,65.0,54.0,41.0
Kim Jin Ya,24.0,66.0,1300000.0,2000.0,85.0,53.0,59.0,57.0
M. Farfan,23.0,66.0,1600000.0,2000.0,70.0,38.0,51.0,63.0
T. Vlietinck,24.0,66.0,1100000.0,4000.0,78.0,57.0,64.0,60.0
J. Kade,23.0,66.0,1700000.0,3000.0,69.0,53.0,65.0,63.0
C. Operi,25.0,66.0,1100000.0,2000.0,76.0,52.0,61.0,59.0
N. Zalazar,25.0,66.0,1100000.0,4000.0,67.0,36.0,37.0,66.0
S. SÃ¸rli,26.0,66.0,1000000.0,2000.0,89.0,57.0,58.0,52.0
D. Franke,23.0,66.0,1800000.0,2000.0,74.0,34.0,55.0,61.0
J. Torres,22.0,66.0,1900000.0,2000.0,84.0,66.0,63.0,52.0
F. Mosquera,27.0,66.0,925000.0,1000.0,58.0,43.0,61.0,65.0
Ãlex MartÃ­n,24.0,66.0,1800000.0,2000.0,45.0,42.0,51.0,66.0
DarÃ­o Poveda,25.0,66.0,1300000.0,8000.0,50.0,67.0,56.0,25.0
Cris Salvador,27.0,66.0,975000.0,3000.0,62.0,51.0,59.0,65.0
N. Hansen,27.0,66.0,900000.0,3000.0,90.0,57.0,60.0,45.0
K. Denkey,21.0,66.0,1900000.0,4000.0,71.0,67.0,44.0,24.0
T. De Smet,24.0,66.0,1100000.0,5000.0,70.0,47.0,59.0,64.0
I. Harkes,27.0,66.0,975000.0,2000.0,66.0,65.0,64.0,59.0
F. Antonucci,23.0,66.0,1900000.0,3000.0,72.0,60.0,65.0,31.0
J. Williams,22.0,66.0,1300000.0,3000.0,74.0,38.0,54.0,63.0
P. Sontheimer,23.0,66.0,1700000.0,2000.0,64.0,51.0,63.0,59.0
F. RogiÄ‡,29.0,66.0,825000.0,2000.0,69.0,59.0,61.0,61.0
J. Holsgrove,22.0,66.0,1900000.0,3000.0,62.0,54.0,66.0,54.0
L. Ritzka,24.0,66.0,1100000.0,5000.0,74.0,46.0,59.0,60.0
P. PuÅ¡iÄ‡,23.0,66.0,1900000.0,4000.0,81.0,57.0,62.0,46.0
N. Bazzana,26.0,66.0,1100000.0,500.0,51.0,40.0,47.0,66.0
Nguyá»…n Quang Háº£i,25.0,66.0,1200000.0,2000.0,86.0,58.0,60.0,57.0
A. Jallow,24.0,66.0,1200000.0,1000.0,77.0,51.0,55.0,59.0
J. Rankin-Costello,22.0,66.0,1800000.0,10000.0,75.0,54.0,59.0,64.0
H. Mendyl,24.0,66.0,1200000.0,4000.0,85.0,43.0,57.0,61.0
Ha Chang Rae,27.0,66.0,975000.0,2000.0,49.0,25.0,41.0,66.0
M. Fossey,23.0,66.0,1200000.0,4000.0,85.0,44.0,58.0,58.0
M. Chajia,24.0,66.0,1400000.0,1000.0,74.0,56.0,65.0,32.0
RenÃª Santos,30.0,66.0,700000.0,6000.0,53.0,42.0,51.0,65.0
Ã‰. Youan,23.0,66.0,1900000.0,4000.0,78.0,65.0,54.0,31.0
G. Tello,29.0,66.0,850000.0,3000.0,84.0,63.0,62.0,23.0
M. SchrÃ¶ter,26.0,66.0,925000.0,5000.0,86.0,56.0,60.0,60.0
O. KÃ¤uper,25.0,66.0,1100000.0,950.0,58.0,57.0,61.0,62.0
Q. Maceiras,26.0,66.0,1000000.0,6000.0,79.0,56.0,59.0,61.0
Conrado,25.0,66.0,1000000.0,3000.0,81.0,56.0,59.0,59.0
Å½. Majer,29.0,66.0,825000.0,1000.0,60.0,58.0,68.0,51.0
L. Daschner,23.0,66.0,1700000.0,5000.0,72.0,61.0,62.0,48.0
S. Ã‡iftpÄ±nar,29.0,66.0,800000.0,4000.0,50.0,25.0,40.0,67.0
B. ÈšÃ®ru,28.0,66.0,800000.0,3000.0,51.0,34.0,44.0,65.0
S. Quiroga,28.0,66.0,850000.0,4000.0,76.0,55.0,65.0,61.0
Oriol Busquets,23.0,66.0,1200000.0,2000.0,36.0,43.0,63.0,63.0
L. Ndenbe,22.0,66.0,1600000.0,2000.0,78.0,29.0,58.0,60.0
V. Jensen,22.0,66.0,1900000.0,4000.0,70.0,58.0,65.0,56.0
R. Floriano,35.0,66.0,350000.0,1000.0,66.0,64.0,65.0,28.0
I. Marconi,32.0,66.0,550000.0,2000.0,51.0,28.0,43.0,66.0
M. Eisa,27.0,66.0,925000.0,4000.0,86.0,64.0,51.0,24.0
A. ZreÄ¾Ã¡k,28.0,66.0,875000.0,2000.0,63.0,65.0,48.0,29.0
S. Sessegnon,22.0,66.0,1800000.0,12000.0,74.0,40.0,58.0,62.0
M. Antonucci,23.0,66.0,1700000.0,950.0,68.0,57.0,65.0,32.0
S. Klaas,24.0,66.0,1400000.0,5000.0,73.0,59.0,65.0,47.0
F. Brandhof,25.0,66.0,1100000.0,5000.0,73.0,59.0,65.0,62.0
D. Rasak,26.0,66.0,1000000.0,2000.0,70.0,54.0,58.0,62.0
R. Taylor,27.0,66.0,900000.0,3000.0,80.0,64.0,61.0,49.0
