short_name,player_positions,overall,potential,value_eur,wage_eur,nationality_name,preferred_foot,pace,shooting,passing,defending
W. Clar,"LB, LWB",68,69,1300000,500,Paraguay,Left,62,36,63,67
G. Debeljuh,ST,68,72,1700000,7000,Croatia,Right,64,65,46,26
M. È˜tefÄƒnescu,"LW, LM, LB",68,74,1900000,6000,Romania,Left,81,64,61,58
M. Huard,LB,68,70,1400000,2000,France,Left,74,40,56,65
E. KardeÅŸler,GK,68,68,850000,5000,Turkey,Right,0,0,0,0
B. Hurtado,"LM, CAM",68,77,2700000,3000,Venezuela,Left,87,55,54,25
M. Da Luz,"RM, LM",68,68,1300000,500,Uruguay,Right,82,67,61,30
A. Araque,GK,68,72,1300000,500,Venezuela,Right,0,0,0,0
H. Vandermersch,"RWB, RB",68,77,2600000,3000,France,Right,76,34,58,65
N. Å ipÄiÄ‡,CB,68,71,1400000,4000,Montenegro,Right,67,36,50,66
S. Esposito,"CM, CDM",68,79,2700000,1000,Italy,Right,64,60,70,59
D. Nemeth,CB,68,75,2300000,5000,Austria,Right,58,29,45,68
N. Zortea,"RWB, RM, RB",68,73,1700000,13000,Italy,Right,70,45,53,66
S. Obeng,"ST, LM",68,73,1800000,5000,Ghana,Left,82,69,47,24
K. KozÅ‚owski,"CAM, CM",68,84,3100000,8000,Poland,Right,73,58,62,59
M. Sala,LB,68,75,2300000,10000,Italy,Left,72,36,59,64
L. Flach,"CM, CDM, LB",68,75,2400000,3000,United States,Left,82,54,63,67
Iker Losada,"ST, RM",68,78,2700000,8000,Spain,Right,64,70,54,35
JoÃ£o Correia,"RB, RM, RW",68,71,1500000,3000,Portugal,Right,81,52,60,64
G. Zappa,"RB, RWB",68,76,2600000,2000,Italy,Right,72,32,60,63
D. SigÃ©r,"CM, CDM",68,68,1000000,500,Hungary,Right,64,60,61,64
FÃ©lix Correia,"RW, LW",68,80,3000000,26000,Portugal,Right,83,59,64,32
J. Canale,CB,68,72,1500000,4000,Paraguay,Left,66,31,48,68
M. Espinoza,"LB, LM",68,73,1700000,500,Paraguay,Left,76,44,59,64
J. FlorentÃ­n,CM,68,71,1600000,6000,Paraguay,Left,73,67,60,57
M. Corozo,CB,68,68,1000000,500,Ecuador,Right,67,57,67,66
J. Pinos,GK,68,68,600000,500,Ecuador,Right,0,0,0,0
B. BalcÄ±,"RB, RM, RWB",68,74,1800000,8000,Turkey,Right,74,44,60,64
N. Tauer,"CB, CDM",68,78,2500000,7000,Germany,Right,66,46,57,68
K. Quevedo,"RW, LW",68,71,1600000,500,Peru,Right,86,61,64,42
A. RodrÃ­guez,"ST, RW",68,68,1300000,500,Peru,Right,69,67,56,30
L. Campana,ST,68,75,2500000,25000,Ecuador,Left,67,69,48,29
G. ChÃ¡vez,"CB, RB",68,74,1700000,500,Peru,Right,61,27,48,68
R. SÃ¡nchez,"LM, CM",68,71,1600000,500,Bolivia,Right,72,63,65,62
J. Guidino,"LB, CB",68,71,1500000,500,Peru,Left,82,39,56,62
C. Larotonda,"CDM, CM",68,79,2500000,500,Venezuela,Right,65,61,62,66
H. Dorrego,"CM, RM",68,68,1200000,500,Uruguay,Right,70,68,70,61
J. Acosta,RB,68,68,1100000,500,Uruguay,Right,65,44,57,69
H. RuÃ­z DÃ­az,"CB, RB",68,68,1000000,6000,Uruguay,Right,64,36,59,68
L. Ayala,"LB, LM, LWB",68,68,1100000,500,Ecuador,Left,80,56,63,61
C. Cresswell,CB,68,81,2700000,7000,England,Right,52,27,49,66
J. Bell,"CDM, CM",68,73,1700000,5000,New Zealand,Right,65,60,67,64
Z. Nagy,"LWB, LB, LW",68,68,,,Hungary,Left,80,60,56,63
Ã. Romero,"CDM, CB",68,68,850000,500,Peru,Right,67,68,65,61
P. Reyna,"LB, LM",68,77,2500000,500,Peru,Left,81,38,61,61
B. Farioli,"RM, CAM, LM",68,69,1500000,5000,Argentina,Left,70,58,67,38
Anderson Oliveira,"LW, RW",68,74,1900000,4000,Brazil,Right,76,60,60,29
R. Caicedo,"RB, RM, RW",68,68,825000,500,Ecuador,Right,77,48,64,62
D. Arroyo,"CDM, CM",68,68,1000000,500,Ecuador,Right,59,33,58,70
B. CarabalÃ­,"RM, RB, CF",68,72,1700000,500,Ecuador,Right,80,34,61,60
T. Becker,"CB, RWB",68,71,1400000,7000,Germany,Right,76,40,55,67
B. BiaÅ‚ek,ST,68,79,2700000,13000,Poland,Right,67,67,47,35
M. Pardo,"LM, RM",68,68,1300000,7000,Argentina,Right,79,60,62,24
Heitor,"RB, RWB, RM",68,77,2600000,4000,Brazil,Right,78,35,62,61
C. Drameh,"RWB, RB",68,81,2800000,10000,England,Right,78,35,57,62
M. Esquivel,"CM, CAM",68,76,2700000,6000,Argentina,Left,84,66,70,52
M. Arezo,"ST, CAM",68,81,2900000,3000,Uruguay,Right,66,70,55,37
Atienza,"CDM, CM",68,77,2500000,3000,Spain,Right,56,61,60,62
S. Mijnans,"RM, CM",68,77,2700000,4000,Netherlands,Left,76,61,65,56
Won Du Jae,"CDM, CM, CB",68,72,1600000,4000,Korea Republic,Right,62,50,60,66
Seol Young Woo,"LB, RB, LM",68,77,2600000,4000,Korea Republic,Right,79,47,62,61
A. BenÃ­tez,"RB, RM",68,68,1100000,4000,Paraguay,Right,75,43,58,64
J. Recalde,"ST, CAM, LM",68,68,1200000,500,Paraguay,Right,67,72,50,21
J. Perlaza,"LM, LB",68,71,1600000,500,Ecuador,Left,80,59,63,31
B. MartÃ­nez,"RW, RM",68,75,2500000,6000,Argentina,Right,81,65,59,41
J. Sosa,"CB, LB",68,78,2500000,8000,Uruguay,Left,41,37,60,72
R. BoÅ¾enÃ­k,ST,68,75,2500000,5000,Slovakia,Right,74,68,61,31
N. Campisi,GK,68,72,1300000,4000,Argentina,Right,0,0,0,0
R. Sosa,"LM, RM",68,77,2700000,6000,Paraguay,Right,80,63,62,48
D. PetroviÄ,"CDM, CM",68,73,1700000,9000,Slovenia,Right,69,55,69,60
T. Borbas,"ST, RW",68,79,2700000,500,Uruguay,Right,77,68,52,21
R. VeselinoviÄ‡,CB,68,74,1700000,3000,Serbia,Right,62,26,43,67
J. Antiste,ST,68,79,2600000,5000,France,Right,79,69,51,20
A. Trezza,"RW, LW, RB",68,77,2700000,500,Uruguay,Right,89,61,60,50
O. Mora,RM,68,71,1600000,500,Peru,Right,81,58,61,44
M. CarcelÃ©n,"CM, CDM",68,72,1700000,500,Ecuador,Right,68,58,63,64
Javi LÃ³pez,LB,68,79,2500000,3000,Spain,Left,69,27,53,67
L. SamardÅ¾iÄ‡,"CAM, CM",68,78,2600000,5000,Germany,Left,61,63,63,30
K. Rabihic,"LM, RM, ST",68,68,1200000,4000,Germany,Right,77,61,65,29
A. Forrest,"LW, RW",68,69,1400000,4000,Scotland,Right,83,64,62,46
A. Sarr,ST,68,79,2700000,3000,Sweden,Right,89,67,58,25
C. BozdoÄŸan,"CAM, CM",68,77,2700000,7000,Germany,Left,70,65,66,51
L. Ugochukwu,"CM, CDM",68,81,2800000,6000,France,Right,68,55,66,63
Fabiano Souza,"RM, RB",68,78,2700000,5000,Brazil,Right,81,49,63,63
D. Abiama,ST,68,76,2700000,5000,Nigeria,Right,82,67,43,23
G. Giorbelidze,LB,68,69,1300000,5000,Georgia,Left,79,48,60,65
A. MÃ¼ller,CDM,68,73,1700000,4000,Germany,Right,61,59,68,64
A. DediÄ‡,"LB, RB",68,79,2500000,5000,Bosnia and Herzegovina,Right,83,57,64,60
L. Pirola,CB,68,80,2700000,14000,Italy,Left,62,42,50,69
R. Lozano,"RB, LB",68,72,1600000,5000,Argentina,Right,76,50,53,66
Pablo Moreno,"ST, LM",68,78,2700000,4000,Spain,Right,80,67,55,26
R. Calafiori,"LB, LM, LWB",68,80,2800000,5000,Italy,Left,69,48,50,65
S. Naveda,"CM, CDM",68,79,2700000,2000,Mexico,Right,70,58,64,66
A. Seidu,"RB, CB, LB",68,74,1800000,6000,Ghana,Right,61,37,55,70
G. De Amores,GK,68,71,1200000,5000,Uruguay,Right,0,0,0,0
T. Machairas,"LW, CAM",68,79,2700000,500,Greece,Right,80,64,62,25
Miguel Baeza,"RM, LM, CAM",68,77,2700000,8000,Spain,Left,65,62,70,43
T. Pozzo,"CAM, RM",68,75,2500000,5000,Argentina,Left,76,61,66,45
N. Castro,"CM, LM, RM",68,68,1000000,7000,Argentina,Left,68,66,65,63
C. Ã–zkacar,CB,68,78,2500000,14000,Turkey,Left,53,33,54,67
L. Lochoshvili,CB,68,73,1600000,4000,Georgia,Left,53,28,39,67
F. Mater,"RM, RB, CM",68,73,1800000,5000,Argentina,Right,70,57,63,66
D. Vizinger,ST,68,72,1800000,7000,Croatia,Right,71,70,54,28
JosÃ© FontÃ¡n,"CB, LB",68,77,2500000,7000,Spain,Left,61,45,60,71
Jofre Carreras,"RM, LM, ST",68,77,2700000,6000,Spain,Right,79,65,59,35
J. GazibegoviÄ‡,RB,68,73,1700000,7000,Bosnia and Herzegovina,Right,75,43,62,63
F. Rieder,"CAM, CM",68,83,2900000,7000,Switzerland,Left,69,61,69,50
G. Fratta,CB,68,71,1400000,6000,Uruguay,Right,66,40,45,70
M. Portanova,"CM, CAM",68,79,2700000,2000,Italy,Right,74,61,69,53
N. Castro,"CM, LW",68,80,3000000,5000,Argentina,Right,63,68,70,47
Terrats,"CDM, CM, CB",68,78,2600000,7000,Spain,Left,55,44,63,66
M. Coronel,"LM, ST",68,71,1600000,5000,Argentina,Right,80,65,67,36
S. RodrÃ­guez,ST,68,78,2700000,5000,Uruguay,Left,61,69,52,30
P. Liza,"ST, LW, RM",68,78,2700000,5000,Peru,Left,73,67,62,40
Y. CumanÃ¡,"LB, LM, LW",68,71,1500000,500,Venezuela,Left,78,64,65,63
I. De Arruabarrena,GK,68,73,1400000,2000,Uruguay,Right,0,0,0,0
C. AraÃºjo,"CDM, CM",68,79,2600000,2000,Uruguay,Right,62,53,56,63
H. Sudakov,CAM,68,80,2900000,500,Ukraine,Right,71,64,63,39
J. Ãlvarez,"LM, LW, LB",68,68,1300000,7000,Uruguay,Left,73,60,61,53
R. Ardiles,CAM,68,68,575000,500,Peru,Right,67,64,63,36
L. Ursino,"CAM, RW, CM",68,68,750000,550,Argentina,Right,69,62,68,52
L. OtormÃ­n,"CF, RW, CAM",68,71,1600000,7000,Uruguay,Right,77,69,65,27
E. Kurtulus,"CB, RB",68,75,2300000,2000,Sweden,Right,77,39,58,68
R. DrÄƒguÈ™in,CB,68,83,2700000,20000,Romania,Right,71,33,45,69
A. Ramos,RB,68,74,1800000,500,Peru,Right,78,27,55,62
M. Pieringer,ST,68,76,2700000,9000,Germany,Right,62,67,51,29
R. GarcÃ©s,"CM, CDM",68,68,1200000,550,Venezuela,Right,64,62,64,62
Z. Romero,CB,68,74,1800000,500,Argentina,Left,75,30,49,67
C. Wooh,CB,68,77,2500000,11000,Cameroon,Right,70,45,55,66
I. Hien,CB,68,77,2500000,8000,Sweden,Right,81,33,42,67
J. Porozo,CB,68,77,2500000,5000,Ecuador,Right,62,31,36,69
A. Zaroury,"ST, CF, LM",68,77,2700000,14000,Belgium,Right,82,66,66,27
M. Kjaergaard,"CAM, CM",68,84,3100000,6000,Denmark,Left,74,66,67,58
M. Garay,"RB, RM",68,77,2600000,4000,Argentina,Right,77,42,53,65
D. Affengruber,CB,68,76,2500000,6000,Austria,Right,73,41,51,67
M. RamÃ­rez,"LM, ST",68,77,2700000,4000,Argentina,Right,82,62,57,25
M. Cova,CAM,68,68,1200000,550,Venezuela,Right,69,64,72,33
M. Sahi,"ST, CAM, LM",68,79,2700000,8000,Mali,Left,70,70,58,28
Miguel GutiÃ©rrez,"LB, LWB",68,81,2800000,7000,Spain,Left,72,47,58,65
Kaiky,CB,68,80,2600000,3000,Brazil,Right,72,31,48,71
H. Haraldsson,CAM,68,82,2900000,5000,Iceland,Right,74,61,64,54
E. Darboe,CDM,68,79,2600000,14000,Gambia,Right,62,46,64,63
B. Tomiak,CB,68,75,2200000,5000,Germany,Right,68,43,45,67
E. FernÃ¡ndez,"CDM, CM",68,83,2700000,3000,Argentina,Left,62,43,61,67
E. Bove,CM,68,82,2900000,15000,Italy,Right,61,66,64,58
B. Idrizi,"CAM, CM",68,74,1900000,9000,Kosovo,Right,75,59,63,50
B. Meijer,"LB, LM, LWB",68,82,2700000,5000,Netherlands,Left,72,52,61,64
Davo,"LM, CAM, RM",68,68,1300000,3000,Spain,Right,85,67,59,36
Y. Kallon,"RM, RW, CF",68,82,3000000,2000,Sierra Leone,Left,83,66,58,22
E. TavÅŸan,"RW, ST",68,77,2700000,4000,Netherlands,Left,86,62,60,24
J. Le Cardinal,"RB, CB",68,73,1700000,3000,France,Right,69,31,59,66
P. Greil,"CM, CAM, CDM",68,71,1600000,11000,Austria,Right,68,61,68,51
S. El Karouani,LB,68,77,2600000,3000,Morocco,Left,79,42,61,62
A. Sefer,"RM, CM, CAM",68,77,2700000,5000,Romania,Left,80,65,64,30
Turrientes,"CM, CDM",68,80,2900000,9000,Spain,Right,67,51,69,60
D. ÄŒolina,LB,68,76,2600000,500,Croatia,Left,83,40,47,65
M. LjubiÄiÄ‡,"ST, RM",68,79,2700000,500,Croatia,Right,77,70,54,24
Z. Amdouni,"ST, CAM",68,78,2700000,7000,Switzerland,Right,71,71,61,46
A. Nusa,"LW, RW, ST",68,88,3300000,2000,Norway,Right,86,60,59,40
Nuno Moreira,"LW, RW",68,76,2700000,3000,Portugal,Left,73,66,67,33
Imanol,"LB, LWB",68,79,2600000,7000,Spain,Left,67,47,65,64
Ros,"CB, CDM",68,73,1600000,4000,Spain,Left,67,47,59,68
A. Prass,"CM, LM",68,77,2700000,7000,Austria,Left,71,61,67,63
G. Mosele,"CM, CDM",68,75,2400000,500,South Africa,Right,75,59,69,64
T. Baribo,ST,68,73,1800000,7000,Israel,Right,71,69,45,19
M. TvrdoÅˆ,GK,68,69,1000000,500,Slovakia,Right,0,0,0,0
M. Mbacke,CB,68,77,2500000,2000,Senegal,Right,68,34,45,67
L. Gondou,ST,68,79,2700000,4000,Argentina,Left,62,65,53,34
A. MartÃ­nez,"LM, RM",68,70,1600000,5000,Argentina,Left,82,61,57,33
M. MimaroÄŸlu,"LM, RM",68,68,1300000,9000,Turkey,Right,82,66,62,37
M. Ben Ouanes,"RM, LB, LM",68,68,1300000,6000,Tunisia,Left,73,60,67,65
A. SÃ¡ndez,LB,68,76,2600000,5000,Argentina,Left,72,38,57,63
Rodrigo Guth,CB,68,75,2300000,4000,Brazil,Right,63,38,51,70
H. Ghacha,"RM, RW",68,69,1400000,10000,Algeria,Left,73,61,65,31
Ricardinho,"LW, RW, ST",68,74,1900000,3000,Portugal,Right,69,65,64,38
O. ErgÃ¼n,"CDM, CM",68,68,1000000,6000,Turkey,Right,57,65,64,67
Miguel Maga,RB,68,79,2500000,2000,Portugal,Right,77,53,63,62
Y. Konoplia,"RB, RWB",68,77,2600000,500,Ukraine,Right,77,43,63,64
Agirrezabala,GK,68,81,2600000,5000,Spain,Left,0,0,0,0
D. Brekalo,CB,68,76,2500000,2000,Slovenia,Right,73,27,46,66
A. Kadri,"CAM, CM",68,77,2700000,6000,Algeria,Right,74,64,67,58
K. Peprah,"ST, LW",68,79,2700000,500,Ghana,Left,79,72,54,35
M. Abline,ST,68,84,3100000,11000,France,Right,78,70,55,23
J. Boselli,"ST, RW",68,77,2700000,5000,Uruguay,Left,71,68,50,23
LÃ©o Natel,"LM, RM, ST",68,71,1600000,3000,Brazil,Right,78,69,60,30
L. Gechter,CB,68,82,2600000,3000,Germany,Right,66,32,49,69
M. Prost,ST,68,68,775000,600,Argentina,Right,67,70,57,31
M. Chiatti,CB,68,69,1100000,500,Argentina,Right,62,31,58,66
J. Bakayoko,RW,68,85,3100000,5000,Belgium,Left,86,61,58,29
R. Zambrano,"LB, LM",68,68,1100000,500,Ecuador,Left,80,49,58,65
D. Riznyk,GK,68,73,,,Ukraine,Right,0,0,0,0
M. SoulÃ©,RW,68,85,3100000,20000,Argentina,Left,76,63,67,29
W. GonzÃ¡lez,"RM, RW",68,68,1200000,500,Colombia,Left,80,64,64,47
Pubill,"RB, RWB",68,79,2500000,2000,Spain,Right,78,53,58,62
B. Heras,GK,68,71,1200000,500,Ecuador,Right,0,0,0,0
W. Ortega,GK,68,72,1300000,750,Uruguay,Left,0,0,0,0
S. Ogrinec,"CAM, CM, CDM",68,72,1700000,5000,Slovenia,Right,69,58,66,46
V. Musliu,CB,68,69,1200000,4000,North Macedonia,Right,65,34,47,70
A. Quintana,ST,68,68,1200000,2000,Argentina,Right,54,71,55,29
D. Pino,"CDM, CB, CM",68,71,1400000,1000,Colombia,Right,61,59,59,72
G. Paz,"CB, LB",68,68,1000000,5000,Argentina,Left,70,48,60,68
C. Arce,"CDM, CM",68,68,850000,4000,Argentina,Right,69,61,64,65
L. SÃ¡nchez,"RB, LB",68,68,1100000,6000,Argentina,Right,76,56,62,65
M. Galarza,CM,68,80,2900000,5000,Argentina,Right,73,54,68,60
R. Garro,"CAM, LM",68,75,2400000,6000,Argentina,Left,67,68,71,41
C. Sosa,"LM, LW, CM",68,68,1300000,500,Venezuela,Left,71,65,64,50
Gabriel Pereira,"RM, RW",68,79,2600000,3000,Brazil,Left,78,54,63,35
B. Amione,CB,68,81,2700000,7000,Argentina,Left,64,36,51,66
M. Folorunsho,"CAM, CM, ST",68,72,1700000,15000,Italy,Right,71,66,64,47
J. Bennette,LM,68,80,2800000,3000,Costa Rica,Left,79,55,61,27
H. Ahmed,LWB,68,75,,,Qatar,Left,74,45,59,63
B. Al Rawi,CB,68,75,,,Qatar,Right,72,47,60,66
I. Danlad,GK,68,79,,,Ghana,Right,0,0,0,0
Tiago Gouveia,"RW, LW",68,83,3000000,5000,Portugal,Right,84,63,57,28
V. NuÃ±ez,CB,68,68,1100000,4000,Hong Kong,Right,64,33,42,69
F. Katelaris,CB,68,73,1600000,5000,Cyprus,Right,66,38,48,67
M. Timm,"CDM, CM",68,68,1000000,500,South Africa,Right,77,53,67,61
Allyson,CB,68,68,825000,6000,Brazil,Right,71,35,49,69
Rodrigo Moura,GK,68,72,1300000,3000,Brazil,Right,0,0,0,0
S. Morlaye,"CM, CAM",68,72,1700000,3000,Guinea,Right,70,62,67,60
J. Kadak,"CAM, ST, CM",68,77,2700000,5000,Slovakia,Right,63,67,66,41
Arthur Sales,ST,68,78,2600000,3000,Brazil,Left,68,68,51,23
N. Benbouali,ST,68,75,2500000,6000,Algeria,Left,68,67,55,24
R. Jureskin,"LB, LM",68,77,2600000,1000,Croatia,Left,83,51,63,59
N. Maema,"CAM, CM",68,71,1600000,550,South Africa,Left,81,54,63,34
Gabriel Silva,"LM, ST",68,82,2900000,2000,Brazil,Right,76,63,62,25
N. Soldo,CB,68,75,2300000,7000,Croatia,Right,60,31,54,70
M. MilovanoviÄ‡,ST,68,77,2600000,5000,Serbia,Right,60,69,47,21
N. Penneteau,GK,67,67,110000,3000,France,Left,0,0,0,0
Riesgo,GK,67,67,110000,2000,Spain,Right,0,0,0,0
N. MÃ¤enpÃ¤Ã¤,GK,67,67,110000,900,Finland,Right,0,0,0,0
C. Lepoint,"CDM, CB, CM",67,67,200000,4000,Belgium,Right,33,66,61,66
D. Verhulst,GK,67,67,170000,5000,Belgium,Right,0,0,0,0
Juande,"CDM, CM",67,67,275000,2000,Spain,Right,54,47,61,64
M. Constantin,CB,67,67,180000,2000,Romania,Right,50,57,55,67
V. GÄƒman,CB,67,67,475000,5000,Romania,Right,54,57,57,67
A. McGeady,LM,67,67,325000,2000,Republic of Ireland,Right,64,68,68,44
A. Considine,CB,67,67,275000,2000,Scotland,Left,35,31,55,67
M. Stoppelkamp,"LM, CAM",67,67,425000,2000,Germany,Right,60,66,67,46
Ricardo Batista,GK,67,67,110000,1000,Portugal,Left,0,0,0,0
N. Ortigoza,"CDM, CM",67,67,200000,3000,Paraguay,Right,33,58,70,64
Zapater,"CM, CDM",67,67,325000,3000,Spain,Right,50,64,71,67
N. Kilkenny,CDM,67,67,200000,1000,Australia,Right,46,48,65,60
R. Keogh,CB,67,67,275000,3000,Republic of Ireland,Right,46,31,58,67
M. McGovern,GK,67,67,110000,7000,Northern Ireland,Right,0,0,0,0
J. Hayes,"LB, LM, CAM",67,67,375000,3000,Republic of Ireland,Left,79,59,63,62
B. Guzan,GK,67,67,110000,1000,United States,Left,0,0,0,0
F. Fielding,GK,67,67,170000,7000,England,Right,0,0,0,0
S. Hutchinson,CB,67,67,650000,7000,England,Right,49,51,60,66
B. Hamer,GK,67,67,170000,10000,England,Right,0,0,0,0
E. Alfonso,GK,67,67,170000,1000,Italy,Right,0,0,0,0
A. Bonnet,"LM, CAM, CM",67,67,425000,2000,France,Left,70,65,67,47
N. Ravaglia,GK,67,67,325000,5000,Italy,Right,0,0,0,0
J. Wilson,CB,67,67,475000,5000,Wales,Right,63,38,51,67
K. Mweene,GK,67,67,110000,500,Zambia,Right,0,0,0,0
B. Bjarnason,"CAM, CM",67,67,475000,7000,Iceland,Right,64,67,66,62
K. Steppe,GK,67,67,325000,4000,Belgium,Right,0,0,0,0
S. Kljestan,"CM, CAM",67,67,325000,2000,United States,Right,43,65,72,52
P. TytoÅ„,GK,67,67,110000,2000,Poland,Right,0,0,0,0
Choi Chul Soon,"LB, RB",67,67,325000,3000,Korea Republic,Right,63,46,62,66
S. Jamieson,LB,67,67,525000,4000,Australia,Left,69,55,62,62
D. Marcq,"CDM, CM",67,67,500000,5000,France,Right,39,48,61,68
K. Barbarouses,"ST, RM, CAM",67,67,825000,2000,New Zealand,Right,82,66,62,32
M. Beevers,CB,67,67,650000,2000,England,Left,50,41,47,67
Dai Lin,CB,67,67,325000,7000,China PR,Right,47,54,53,66
J. Rodwell,"CM, CB, CDM",67,67,825000,4000,England,Right,66,64,67,67
E. Mulder,GK,67,67,325000,3000,Netherlands,Right,0,0,0,0
G. Margreitter,CB,67,67,475000,5000,Austria,Right,40,24,46,67
M. Youssouf,RB,67,67,375000,6000,Comoros,Right,67,48,62,65
V. Anita,"CDM, CM",67,67,500000,3000,Curacao,Right,54,51,63,62
M. Hansen,GK,67,67,500000,4000,Denmark,Right,0,0,0,0
J. Ayala,GK,67,67,170000,3000,Argentina,Left,0,0,0,0
J. VillafaÃ±a,LB,67,67,700000,3000,United States,Left,70,55,66,62
C. ChÃ¡vez,"CAM, LM",67,67,325000,500,Argentina,Right,69,65,66,44
T. Rogne,CB,67,67,650000,1000,Norway,Right,48,32,51,67
H. Lansbury,"CM, CDM",67,67,825000,12000,England,Right,52,66,69,60
A. King,"CM, CDM",67,67,625000,12000,Wales,Right,52,64,66,68
F. DaprelÃ ,CB,67,67,700000,4000,Switzerland,Left,69,57,62,65
L. Hallenius,ST,67,67,650000,2000,Sweden,Right,71,67,54,37
G. Masucci,"ST, LW, RW",67,67,350000,2000,Italy,Right,70,65,59,30
K. Getinger,"LWB, LM",67,67,525000,2000,Poland,Left,75,60,62,61
A. Diomande,ST,67,67,825000,2000,Norway,Right,75,67,52,29
G. Friend,"CB, LB, LWB",67,67,325000,11000,England,Left,50,55,60,67
Y. Thoelen,GK,67,67,550000,4000,Belgium,Right,0,0,0,0
J. McCarthy,CDM,67,67,725000,15000,Republic of Ireland,Right,55,61,64,67
A. Bittroff,CB,67,67,475000,4000,Germany,Right,71,45,59,65
A. Nuhiu,ST,67,67,825000,6000,Kosovo,Right,32,67,58,41
M. Banguera,GK,67,67,110000,500,Ecuador,Right,0,0,0,0
P. Hanlon,CB,67,67,650000,3000,Scotland,Left,57,36,57,67
M. Risse,RM,67,67,800000,3000,Germany,Right,61,68,69,63
A. Esswein,"RM, ST, LM",67,67,800000,3000,Germany,Right,76,67,62,53
T. Hateley,"CDM, CM",67,67,675000,4000,England,Right,72,55,66,64
S. Colombi,GK,67,67,550000,950,Italy,Right,0,0,0,0
A. Sobiech,ST,67,67,825000,4000,Poland,Right,64,67,56,31
J. Veldmate,CB,67,67,475000,3000,Netherlands,Left,32,53,58,66
H. Afful,RB,67,67,230000,2000,Ghana,Right,72,57,65,63
M. SchÃ¤ffler,ST,67,67,650000,4000,Germany,Right,45,70,49,32
A. PrijoviÄ‡,ST,67,67,825000,2000,Serbia,Right,55,66,56,35
Edu Bedia,"CM, CDM, CAM",67,67,625000,850,Spain,Left,44,57,69,48
R. McGowan,CB,67,67,650000,3000,Australia,Right,64,48,56,65
J. Bennett,"LB, LWB",67,67,700000,4000,England,Left,68,47,63,64
G. Zusi,RB,67,67,325000,2000,United States,Right,55,67,73,63
M. Ziegl,"CDM, CM, CB",67,67,875000,4000,Austria,Right,70,53,61,64
I. ArmaÈ™,CB,67,67,325000,5000,Moldova,Left,33,39,49,68
OrtuÃ±o,ST,67,67,850000,4000,Spain,Left,60,67,56,32
S. McConville,"LM, LWB",67,67,625000,2000,England,Right,65,61,67,58
E. Salomonsson,"RB, RM",67,67,525000,2000,Sweden,Right,69,65,65,63
Park Joo Ho,"CM, CDM",67,67,400000,2000,Korea Republic,Left,64,49,67,66
J. Edwards,RWB,67,67,750000,5000,England,Right,68,58,62,62
L. Garbutt,"LB, LWB",67,67,900000,5000,England,Left,71,54,66,63
C. Buchtmann,"CM, CDM, CAM",67,67,975000,950,Germany,Left,59,63,69,59
L. Narsingh,"RM, ST",67,67,850000,2000,Netherlands,Right,80,59,63,25
M. Fenger,"CB, CDM",67,67,700000,2000,Denmark,Right,56,44,55,65
D. SubaÅ¡iÄ‡,GK,67,67,110000,500,Croatia,Right,0,0,0,0
M. BarthelmÃ©,"RM, LM, CM",67,67,625000,3000,France,Left,66,59,67,62
S. Ferguson,LWB,67,67,875000,6000,Northern Ireland,Left,71,56,63,61
E. Schelotto,"RB, RWB",67,67,525000,4000,Italy,Right,60,57,64,65
J. Shea,GK,67,67,550000,9000,England,Right,0,0,0,0
D. Falcinelli,ST,67,67,850000,2000,Italy,Left,56,68,53,23
C. Clemens,"RM, LM",67,67,975000,4000,Germany,Right,77,65,66,51
A. GonÃ§alves,"RWB, CM",67,67,230000,2000,France,Right,46,51,65,61
S. Åžahin-Radlinger,GK,67,67,700000,3000,Austria,Right,0,0,0,0
K. Fickentscher,GK,67,67,325000,6000,Switzerland,Left,0,0,0,0
K. Leerdam,"RB, CB",67,67,700000,3000,Suriname,Right,70,54,62,64
M. Correia,CB,67,67,475000,1000,Portugal,Right,59,38,61,66
D. Wotherspoon,"CM, LW",67,67,800000,3000,Canada,Right,64,63,69,57
Escassi,"CDM, CM, CB",67,67,500000,3000,Spain,Right,44,58,60,66
F. Guerrero,"LW, LM, RM",67,67,800000,500,Ecuador,Left,84,59,60,51
J. Raitala,"CB, LB, RB",67,67,475000,500,Finland,Left,59,47,65,65
M. Kirkeskov,"LWB, LB",67,67,875000,6000,Denmark,Left,66,51,65,60
K. Kanak,"LB, LM",67,67,750000,5000,Turkey,Left,74,65,65,62
R. Varga,"LM, RM",67,67,800000,5000,Hungary,Right,79,67,65,32
Lee Yong Jae,"ST, LW",67,67,850000,2000,Korea Republic,Right,83,65,60,30
L. TankuliÄ‡,"CAM, RM",67,67,850000,1000,Germany,Right,72,63,61,31
L. RamÃ­rez,"CAM, CM",67,67,325000,500,Peru,Right,58,66,65,41
C. Ramos,CB,67,67,475000,500,Peru,Right,54,46,50,66
J. SÃ¡nchez,"CAM, LM",67,67,625000,500,Peru,Right,81,67,63,32
L. SÃ¦tra,CB,67,67,825000,2000,Norway,Right,33,37,52,66
K. Babacar,ST,67,67,1000000,9000,Senegal,Right,60,67,53,30
J. Davidson,"LB, LWB",67,67,750000,4000,Australia,Left,65,52,63,62
S. Morsy,"CM, CDM",67,67,975000,5000,Egypt,Right,51,59,62,64
Y. de Lanlay,"RW, LW, CM",67,67,975000,2000,Norway,Right,82,60,62,51
